Segment Code,Ship Mode Code,Product_ID,Sales,Quantity,Discount,Profit,Category_Id,Date,State_Code
12,S22,1007,6.56,2,0,1.9024,A11,06-06-2024,MI
12,S22,1007,14.88,2,0,3.72,A11,06-06-2024,MI
12,S22,1007,25.44,6,0,9.9216,A11,06-06-2024,MI
12,S22,1007,63.488,4,0.2,4.7616,A11,06-06-2024,MI
12,S21,1007,25.98,1,0,7.2744,A11,06-06-2024,MI
13,S22,1007,3.64,2,0,1.0192,A11,06-06-2024,MI
12,S23,1007,1.344,1,0.2,0.504,A11,06-06-2024,MI
12,S22,1007,14.112,6,0.2,1.2348,A11,06-06-2024,MI
12,S22,1007,35.4,5,0,13.452,A11,06-06-2024,MI
12,S22,1007,10.272,3,0.2,1.1556,A11,06-06-2024,MI
13,S22,1007,16.256,2,0.2,1.2192,A11,06-06-2024,MI
12,S22,1007,144.6,3,0,41.934,A11,06-06-2024,MI
12,S21,1007,19.456,4,0.2,3.4048,A11,06-06-2024,MI
13,S22,1007,19.68,6,0,6.4944,A11,06-06-2024,MI
11,S22,1007,197.05,7,0,59.115,A11,06-06-2024,MI
12,S22,1007,9.12,3,0,3.1008,A11,06-06-2024,MI
12,S22,1007,32.13,9,0,8.3538,A11,06-06-2024,MI
12,S22,1007,2.88,1,0,0.8064,A11,06-06-2024,MI
12,S23,1007,26.7,2,0,7.476,A11,06-06-2024,MI
12,S23,1007,13.89,3,0,4.5837,A11,06-06-2024,MI
12,S22,1007,38.34,9,0,15.7194,A11,06-06-2024,MI
12,S22,1007,54.208,14,0.2,8.8088,A11,06-06-2024,MI
12,S20,1007,4.032,2,0.2,1.0584,A11,06-06-2024,MI
12,S20,1007,17.12,5,0.2,1.926,A11,06-06-2024,MI
13,S21,1007,29.95,5,0,8.6855,A11,06-06-2024,MI
12,S22,1007,121.536,4,0.2,15.192,A11,06-06-2024,MI
11,S22,1007,5.76,2,0,1.6704,A11,06-06-2024,MI
11,S22,1007,86.352,3,0.2,5.397,A11,06-06-2024,MI
11,S22,1007,20.65,5,0,9.499,A11,06-06-2024,MI
12,S22,1007,37.17,9,0,10.4076,A11,06-06-2024,MI
12,S22,1007,13.04,4,0,5.7376,A11,06-06-2024,MI
11,S21,1007,64.68,7,0.2,8.085,A11,06-06-2024,MI
11,S22,1007,6.99,3,0,2.0271,A11,06-06-2024,MI
12,S22,1007,35.1,6,0,10.179,A11,06-06-2024,MI
13,S21,1007,7.04,4,0,2.0416,A11,06-06-2024,MI
12,S22,1007,12.39,3,0,5.6994,A11,06-06-2024,MI
13,S23,1007,37.312,4,0.2,2.7984,A11,06-06-2024,MI
12,S22,1007,34.24,8,0,9.9296,A11,06-06-2024,MI
12,S22,1007,5.344,2,0.2,0.668,A11,06-06-2024,MI
12,S22,1007,27.72,3,0.2,3.465,A11,06-06-2024,MI
13,S22,1007,4.3,2,0,1.419,A11,06-06-2024,MI
11,S22,1007,10.368,2,0.2,1.5552,A11,06-06-2024,MI
12,S23,1007,120.768,4,0.2,9.0576,A11,06-06-2024,MI
12,S21,1007,34.65,3,0,9.702,A11,06-06-2024,MI
11,S22,1007,4.448,2,0.2,0.3336,A11,06-06-2024,MI
12,S22,1007,5.76,2,0,1.6704,A11,06-06-2024,MI
11,S22,1007,39.68,2,0,16.2688,A11,06-06-2024,MI
12,S20,1007,19.152,2,0.2,1.197,A11,06-06-2024,MI
11,S21,1007,8.94,3,0,2.4138,A11,06-06-2024,MI
11,S22,1007,11.2,7,0,4.816,A11,06-06-2024,MI
12,S22,1007,9.344,2,0.2,1.8688,A11,06-06-2024,MI
13,S22,1007,140.75,5,0,42.225,A11,06-06-2024,MI
13,S22,1007,18.69,7,0,5.2332,A11,06-06-2024,MI
12,S22,1010,114.9,5,0,34.47,A22,06-06-2024,PA
13,S22,1010,68.81,5,0.8,-123.858,A22,06-06-2024,PA
11,S22,1010,60.34,7,0,15.6884,A22,06-06-2024,PA
11,S21,1010,208.16,1,0,56.2032,A22,06-06-2024,PA
11,S22,1010,77.88,6,0,22.5852,A22,06-06-2024,PA
12,S22,1010,839.43,3,0,218.2518,A22,06-06-2024,PA
13,S21,1010,157.92,5,0.2,17.766,A22,06-06-2024,PA
12,S22,1010,177.98,5,0.8,-453.849,A22,06-06-2024,PA
11,S22,1010,52.448,2,0.8,-131.12,A22,06-06-2024,PA
12,S23,1010,97.264,4,0.8,-243.16,A22,06-06-2024,PA
12,S21,1010,2.6,1,0.2,0.2925,A22,06-06-2024,PA
12,S23,1010,66.284,2,0.8,-178.9668,A22,06-06-2024,PA
13,S23,1010,1503.25,5,0,496.0725,A22,06-06-2024,PA
11,S22,1010,1.624,2,0.8,-4.466,A22,06-06-2024,PA
11,S23,1010,194.528,2,0.2,24.316,A22,06-06-2024,PA
11,S21,1010,647.84,8,0,168.4384,A22,06-06-2024,PA
12,S22,1010,8.652,3,0.8,-20.3322,A22,06-06-2024,PA
12,S22,1010,35.91,3,0,9.6957,A22,06-06-2024,PA
12,S22,1010,103.92,4,0,36.372,A22,06-06-2024,PA
13,S22,1010,78.272,2,0.2,5.8704,A22,06-06-2024,PA
12,S22,1010,152.94,3,0,41.2938,A22,06-06-2024,PA
12,S23,1010,13,5,0.2,1.3,A22,06-06-2024,PA
12,S22,1010,31.152,3,0.2,3.5046,A22,06-06-2024,PA
12,S22,1010,76.12,2,0,22.0748,A22,06-06-2024,PA
11,S22,1010,555.21,5,0.1,178.901,A22,06-06-2024,PA
12,S22,1010,97.16,2,0,28.1764,A22,06-06-2024,PA
12,S22,1010,122.328,3,0.2,12.2328,A22,06-06-2024,PA
13,S22,1010,209.3,2,0,56.511,A22,06-06-2024,PA
11,S22,1010,30.144,2,0.2,3.0144,A22,06-06-2024,PA
12,S22,1010,113.552,2,0.2,8.5164,A22,06-06-2024,PA
12,S21,1010,61.44,3,0,16.5888,A22,06-06-2024,PA
12,S22,1010,2.688,3,0.8,-7.392,A22,06-06-2024,PA
11,S20,1010,167.44,2,0.2,14.651,A22,06-06-2024,PA
11,S22,1010,166.84,5,0.2,18.7695,A22,06-06-2024,PA
11,S22,1010,281.34,6,0,109.7226,A22,06-06-2024,PA
11,S23,1010,355.32,9,0,99.4896,A22,06-06-2024,PA
12,S21,1010,213.92,4,0,62.0368,A22,06-06-2024,PA
12,S23,1010,180.66,3,0,50.5848,A22,06-06-2024,PA
11,S22,1010,23.696,2,0.2,6.5164,A22,06-06-2024,PA
12,S22,1010,406.6,5,0,113.848,A22,06-06-2024,PA
13,S22,1010,28.84,2,0,9.5172,A22,06-06-2024,PA
13,S22,1010,447.696,2,0.2,33.5772,A22,06-06-2024,PA
11,S22,1010,134.48,4,0,34.9648,A22,06-06-2024,PA
11,S21,1010,58.464,9,0.8,-146.16,A22,06-06-2024,PA
11,S22,1010,45.216,3,0.2,4.5216,A22,06-06-2024,PA
12,S23,1010,119.96,2,0,33.5888,A22,06-06-2024,PA
13,S22,1010,355.96,2,0,103.2284,A22,06-06-2024,PA
11,S23,1010,37.68,2,0,10.5504,A22,06-06-2024,PA
12,S20,1010,644.076,2,0.1,107.346,A22,06-06-2024,PA
12,S22,1010,362.94,3,0,90.735,A22,06-06-2024,PA
13,S23,1010,81.92,4,0,22.1184,A22,06-06-2024,PA
12,S22,1010,1704.56,13,0,511.368,A22,06-06-2024,PA
11,S22,1010,48.792,3,0.8,-126.8592,A22,06-06-2024,PA
12,S22,1010,845.728,13,0.2,84.5728,A22,06-06-2024,PA
12,S21,1010,21.78,2,0,5.6628,A22,06-06-2024,PA
12,S22,1010,72.8,5,0,19.656,A22,06-06-2024,PA
12,S22,1010,7.96,2,0.8,-13.93,A22,06-06-2024,PA
12,S22,1010,93.78,2,0,36.5742,A22,06-06-2024,PA
12,S23,1010,1089.75,3,0,305.13,A22,06-06-2024,PA
11,S22,1010,60.672,2,0.2,14.4096,A22,06-06-2024,PA
11,S22,1010,11.67,3,0,3.0342,A22,06-06-2024,PA
13,S23,1010,9.324,6,0.8,-24.7086,A22,06-06-2024,PA
12,S21,1010,170.88,3,0,49.5552,A22,06-06-2024,PA
13,S22,1010,523.25,5,0,141.2775,A22,06-06-2024,PA
11,S21,1010,99.28,2,0.2,12.41,A22,06-06-2024,PA
12,S22,1010,106.96,2,0,31.0184,A22,06-06-2024,PA
12,S22,1010,1702.12,14,0,510.636,A22,06-06-2024,PA
12,S22,1010,242.9,5,0,70.441,A22,06-06-2024,PA
12,S21,1010,434.352,3,0.2,43.4352,A22,06-06-2024,PA
12,S21,1010,3.552,2,0.2,0.444,A22,06-06-2024,PA
12,S21,1010,88.832,4,0.2,7.7728,A22,06-06-2024,PA
12,S23,1010,34.848,2,0.2,6.534,A22,06-06-2024,PA
12,S22,1010,75.6,2,0.8,-166.32,A22,06-06-2024,PA
11,S22,1010,92.064,6,0.8,-225.5568,A22,06-06-2024,PA
11,S23,1010,1245.86,7,0,361.2994,A22,06-06-2024,PA
11,S22,1010,62.92,1,0.2,10.2245,A22,06-06-2024,PA
11,S21,1010,137.62,2,0,60.5528,A22,06-06-2024,PA
12,S21,1010,121.792,4,0.2,13.7016,A22,06-06-2024,PA
11,S22,1010,12.98,1,0,3.7642,A22,06-06-2024,PA
12,S23,1010,33.99,3,0,14.6157,A22,06-06-2024,PA
12,S23,1010,24.18,2,0,7.254,A22,06-06-2024,PA
11,S23,1010,320.88,6,0,93.0552,A22,06-06-2024,PA
12,S23,1010,294.62,5,0.8,-766.012,A22,06-06-2024,PA
12,S22,1010,333.056,2,0.2,29.1424,A22,06-06-2024,PA
11,S22,1010,162.64,2,0,45.5392,A22,06-06-2024,PA
12,S21,1010,90.86,7,0,26.3494,A22,06-06-2024,PA
11,S23,1010,33.28,4,0,9.3184,A22,06-06-2024,PA
12,S22,1010,60.81,3,0,17.0268,A22,06-06-2024,PA
12,S22,1010,65.34,3,0,22.869,A22,06-06-2024,PA
12,S22,1010,35.1,3,0,12.285,A22,06-06-2024,PA
11,S21,1010,167.292,6,0.1,29.7408,A22,06-06-2024,PA
12,S21,1010,241.96,2,0,60.49,A22,06-06-2024,PA
12,S22,1010,52.98,2,0,14.8344,A22,06-06-2024,PA
13,S22,1010,8.62,1,0,2.2412,A22,06-06-2024,PA
12,S23,1010,541.44,6,0,157.0176,A22,06-06-2024,PA
11,S21,1010,43.26,3,0,14.2758,A22,06-06-2024,PA
11,S21,1010,43.56,2,0,15.246,A22,06-06-2024,PA
12,S22,1010,60.69,7,0,16.3863,A22,06-06-2024,PA
12,S22,1010,35.04,2,0,12.264,A22,06-06-2024,PA
11,S23,1010,17.48,5,0.2,1.311,A22,06-06-2024,PA
11,S22,1010,416.32,2,0,112.4064,A22,06-06-2024,PA
12,S21,1010,194.32,4,0,56.3528,A22,06-06-2024,PA
12,S22,1010,69.216,6,0.2,11.2476,A22,06-06-2024,PA
12,S20,1010,426.79,7,0,123.7691,A22,06-06-2024,PA
13,S22,1010,490.32,9,0,137.2896,A22,06-06-2024,PA
11,S20,1010,79.47,3,0,22.2516,A22,06-06-2024,PA
13,S22,1010,160.32,2,0,44.8896,A22,06-06-2024,PA
12,S21,1010,176.04,4,0,45.7704,A22,06-06-2024,PA
11,S21,1010,826.11,3,0,322.1829,A22,06-06-2024,PA
12,S22,1010,662.84,4,0,172.3384,A22,06-06-2024,PA
12,S22,1010,97.84,2,0,25.4384,A22,06-06-2024,PA
12,S22,1010,64.864,4,0.2,6.4864,A22,06-06-2024,PA
12,S21,1010,1101.48,4,0,429.5772,A22,06-06-2024,PA
12,S20,1010,32.784,4,0.8,-85.2384,A22,06-06-2024,PA
13,S22,1010,868.59,3,0,251.8911,A22,06-06-2024,PA
11,S23,1010,143.952,3,0.2,14.3952,A22,06-06-2024,PA
11,S22,1010,6.992,2,0.2,0.5244,A22,06-06-2024,PA
11,S22,1010,675.12,3,0,290.3016,A22,06-06-2024,PA
12,S22,1010,121.94,2,0,35.3626,A22,06-06-2024,PA
13,S22,1010,105.96,4,0,29.6688,A22,06-06-2024,PA
12,S22,1010,43.584,1,0.2,4.3584,A22,06-06-2024,PA
11,S23,1010,58.24,5,0.2,5.096,A22,06-06-2024,PA
12,S22,1010,1447.65,5,0,419.8185,A22,06-06-2024,PA
12,S21,1010,34.384,1,0.2,3.8682,A22,06-06-2024,PA
12,S21,1010,1924.16,8,0.2,312.676,A22,06-06-2024,PA
12,S22,1010,32.192,2,0.8,-80.48,A22,06-06-2024,PA
11,S22,1010,60.984,7,0.2,4.5738,A22,06-06-2024,PA
11,S21,1010,25.96,2,0,7.5284,A22,06-06-2024,PA
11,S21,1010,36.27,3,0,10.881,A22,06-06-2024,PA
12,S22,1010,10.89,1,0,2.8314,A22,06-06-2024,PA
12,S20,1010,83.79,7,0,22.6233,A22,06-06-2024,PA
12,S22,1010,387.136,4,0.2,24.196,A22,06-06-2024,PA
12,S21,1010,19.9,1,0,8.955,A22,06-06-2024,PA
12,S23,1010,499.584,3,0.2,43.7136,A22,06-06-2024,PA
11,S22,1010,61.44,3,0,16.5888,A22,06-06-2024,PA
12,S22,1010,44.416,2,0.2,3.8864,A22,06-06-2024,PA
13,S21,1010,207.48,1,0,62.244,A22,06-06-2024,PA
12,S21,1010,904.9,5,0,253.372,A22,06-06-2024,PA
11,S22,1010,243.88,5,0.2,27.4365,A22,06-06-2024,PA
13,S22,1010,227.84,4,0,66.0736,A22,06-06-2024,PA
13,S20,1010,663.936,4,0.2,82.992,A22,06-06-2024,PA
12,S22,1010,12.992,2,0.8,-32.48,A22,06-06-2024,PA
12,S20,1010,5.768,2,0.8,-13.5548,A22,06-06-2024,PA
12,S22,1010,43.1,5,0,11.206,A22,06-06-2024,PA
12,S21,1010,206.43,3,0,90.8292,A22,06-06-2024,PA
11,S22,1010,254.9,5,0,68.823,A22,06-06-2024,PA
12,S22,1010,207.24,11,0,58.0272,A22,06-06-2024,PA
11,S22,1010,34.848,2,0.2,6.534,A22,06-06-2024,PA
11,S21,1010,241.44,3,0,72.432,A22,06-06-2024,PA
13,S22,1010,13.11,3,0,3.4086,A22,06-06-2024,PA
12,S22,1010,121.792,4,0.2,13.7016,A22,06-06-2024,PA
12,S22,1010,43.512,7,0.2,3.8073,A22,06-06-2024,PA
13,S22,1010,68.94,3,0,20.682,A22,06-06-2024,PA
12,S21,1010,203.52,3,0,54.9504,A22,06-06-2024,PA
12,S22,1010,160.96,2,0,48.288,A22,06-06-2024,PA
13,S22,1010,43.56,5,0.2,3.267,A22,06-06-2024,PA
12,S22,1010,262.24,2,0,78.672,A22,06-06-2024,PA
11,S22,1010,2504.74,7,0,626.185,A22,06-06-2024,PA
13,S22,1010,56.65,5,0,24.3595,A22,06-06-2024,PA
11,S22,1010,61.96,2,0,16.1096,A22,06-06-2024,PA
13,S22,1010,487.92,6,0,136.6176,A22,06-06-2024,PA
12,S21,1010,569.536,4,0.2,64.0728,A22,06-06-2024,PA
12,S23,1010,29.312,8,0.8,-74.7456,A22,06-06-2024,PA
11,S22,1010,52.272,3,0.2,9.801,A22,06-06-2024,PA
11,S22,1010,213.136,7,0.2,23.9778,A22,06-06-2024,PA
13,S22,1010,334.88,4,0.2,29.302,A22,06-06-2024,PA
12,S22,1010,638.73,9,0,166.0698,A22,06-06-2024,PA
11,S22,1010,43.26,3,0,14.2758,A22,06-06-2024,PA
11,S22,1010,34.176,3,0.8,-87.1488,A22,06-06-2024,PA
11,S22,1010,18.72,2,0.2,3.51,A22,06-06-2024,PA
12,S22,1010,61.929,1,0.1,23.3954,A22,06-06-2024,PA
11,S23,1010,321.92,4,0,96.576,A22,06-06-2024,PA
11,S22,1010,87.444,2,0.1,18.4604,A22,06-06-2024,PA
13,S22,1010,98.112,7,0.2,18.396,A22,06-06-2024,PA
11,S22,1010,56.52,3,0,15.8256,A22,06-06-2024,PA
13,S22,1010,41.95,5,0,10.4875,A22,06-06-2024,PA
12,S22,1010,542.94,3,0,152.0232,A22,06-06-2024,PA
12,S22,1010,25.86,3,0,6.7236,A22,06-06-2024,PA
13,S22,1010,236.88,6,0,66.3264,A22,06-06-2024,PA
12,S22,1010,23.992,2,0.8,-62.3792,A22,06-06-2024,PA
12,S22,1010,2.264,1,0.8,-5.2072,A22,06-06-2024,PA
12,S22,1010,0.444,1,0.8,-1.11,A22,06-06-2024,PA
11,S22,1010,35.91,3,0,9.6957,A22,06-06-2024,PA
12,S22,1010,73.28,4,0,21.2512,A22,06-06-2024,PA
12,S22,1010,394.816,4,0.2,93.7688,A22,06-06-2024,PA
13,S22,1010,43.92,4,0,11.8584,A22,06-06-2024,PA
12,S22,1010,80.48,1,0,24.144,A22,06-06-2024,PA
11,S22,1010,48.632,2,0.8,-121.58,A22,06-06-2024,PA
13,S23,1010,189,1,0,68.04,A22,06-06-2024,PA
12,S23,1010,161.376,6,0.2,12.1032,A22,06-06-2024,PA
11,S22,1010,16.78,2,0,4.195,A22,06-06-2024,PA
12,S22,1010,17.92,5,0.2,1.12,A22,06-06-2024,PA
11,S22,1010,103.968,6,0.2,16.8948,A22,06-06-2024,PA
13,S22,1010,270.72,3,0,78.5088,A22,06-06-2024,PA
11,S22,1010,43.92,4,0,11.8584,A22,06-06-2024,PA
12,S20,1010,901.95,3,0,297.6435,A22,06-06-2024,PA
12,S21,1010,59.7,3,0,26.865,A22,06-06-2024,PA
11,S21,1010,17.24,2,0,4.4824,A22,06-06-2024,PA
12,S22,1010,26.406,3,0.8,-71.2962,A22,06-06-2024,PA
13,S21,1010,209.792,2,0.2,26.224,A22,06-06-2024,PA
12,S22,1010,43.32,2,0,14.2956,A22,06-06-2024,PA
13,S22,1010,361.96,2,0,101.3488,A22,06-06-2024,PA
12,S22,1010,45.216,3,0.2,4.5216,A22,06-06-2024,PA
11,S22,1010,7.9,2,0,2.054,A22,06-06-2024,PA
13,S22,1010,91.6,5,0,26.564,A22,06-06-2024,PA
13,S22,1010,62.79,3,0.8,-166.3935,A22,06-06-2024,PA
12,S22,1010,23.696,2,0.2,6.5164,A22,06-06-2024,PA
12,S22,1010,18.2,7,0.2,2.0475,A22,06-06-2024,PA
12,S22,1010,283.14,4,0.1,72.358,A22,06-06-2024,PA
11,S22,1010,8.712,2,0.8,-19.602,A22,06-06-2024,PA
13,S22,1010,671.544,3,0.2,50.3658,A22,06-06-2024,PA
12,S22,1010,100.94,7,0,33.3102,A22,06-06-2024,PA
12,S22,1010,34.656,2,0.2,5.6316,A22,06-06-2024,PA
12,S22,1010,81.552,2,0.2,8.1552,A22,06-06-2024,PA
12,S22,1010,463.248,8,0.8,-1181.2824,A22,06-06-2024,PA
12,S22,1010,245.88,6,0,68.8464,A22,06-06-2024,PA
12,S22,1010,18.32,5,0.8,-46.716,A22,06-06-2024,PA
11,S23,1010,69.48,1,0,20.844,A22,06-06-2024,PA
13,S22,1010,67.84,1,0,18.3168,A22,06-06-2024,PA
11,S23,1010,4.356,2,0.8,-11.7612,A22,06-06-2024,PA
11,S22,1010,48.784,1,0.2,3.6588,A22,06-06-2024,PA
12,S22,1010,137.62,2,0,60.5528,A22,06-06-2024,PA
11,S22,1010,26.49,1,0,7.4172,A22,06-06-2024,PA
12,S23,1010,129.92,4,0,38.976,A22,06-06-2024,PA
13,S22,1010,167.535,3,0.1,37.23,A22,06-06-2024,PA
12,S22,1010,14.016,4,0.8,-31.536,A22,06-06-2024,PA
12,S20,1010,601.3,2,0,198.429,A22,06-06-2024,PA
13,S22,1010,58.73,7,0,14.6825,A22,06-06-2024,PA
12,S22,1010,46.8,4,0,16.38,A22,06-06-2024,PA
11,S22,1010,75.84,2,0,29.5776,A22,06-06-2024,PA
13,S23,1010,706.86,7,0,197.9208,A22,06-06-2024,PA
11,S21,1010,54.96,3,0,15.9384,A22,06-06-2024,PA
12,S22,1010,20.768,8,0.8,-52.9584,A22,06-06-2024,PA
12,S21,1010,182.91,3,0,53.0439,A22,06-06-2024,PA
11,S21,1010,3.89,1,0,1.0114,A22,06-06-2024,PA
12,S20,1010,406.6,5,0,113.848,A22,06-06-2024,PA
12,S22,1010,81.96,2,0,22.9488,A22,06-06-2024,PA
11,S23,1010,64.864,4,0.2,6.4864,A22,06-06-2024,PA
11,S22,1010,39,12,0,11.31,A22,06-06-2024,PA
12,S22,1010,73.176,6,0.8,-197.5752,A22,06-06-2024,PA
13,S22,1010,161.568,2,0.2,16.1568,A22,06-06-2024,PA
13,S22,1010,1640.7,5,0,459.396,A22,06-06-2024,PA
12,S22,1010,123.92,5,0.2,9.294,A22,06-06-2024,PA
11,S23,1010,20.808,3,0.2,1.8207,A22,06-06-2024,PA
11,S22,1010,20.136,3,0.2,1.2585,A22,06-06-2024,PA
12,S21,1010,160.32,2,0,44.8896,A22,06-06-2024,PA
12,S21,1010,58.24,4,0,15.7248,A22,06-06-2024,PA
12,S21,1010,43.68,3,0,11.7936,A22,06-06-2024,PA
12,S22,1010,56.52,3,0,15.8256,A22,06-06-2024,PA
12,S22,1010,7.78,2,0,2.0228,A22,06-06-2024,PA
11,S22,1010,1040.8,5,0,281.016,A22,06-06-2024,PA
12,S22,1010,154.9,5,0,40.274,A22,06-06-2024,PA
11,S23,1010,29.403,3,0.1,5.2272,A22,06-06-2024,PA
12,S22,1010,1089.75,3,0,305.13,A22,06-06-2024,PA
12,S22,1010,3.16,4,0.8,-8.532,A22,06-06-2024,PA
12,S21,1010,542.94,3,0,152.0232,A22,06-06-2024,PA
11,S22,1010,1158.12,4,0,335.8548,A22,06-06-2024,PA
12,S21,1010,97.84,2,0,25.4384,A22,06-06-2024,PA
12,S23,1010,87.168,2,0.2,8.7168,A22,06-06-2024,PA
11,S22,1010,7.77,1,0,2.0979,A22,06-06-2024,PA
12,S20,1010,26.136,3,0.2,1.9602,A22,06-06-2024,PA
13,S22,1010,715.64,2,0,178.91,A22,06-06-2024,PA
11,S23,1010,79.47,3,0,22.2516,A22,06-06-2024,PA
13,S22,1010,245.88,6,0,68.8464,A22,06-06-2024,PA
11,S22,1010,59.7,3,0,26.865,A22,06-06-2024,PA
11,S20,1010,262.24,2,0,78.672,A22,06-06-2024,PA
11,S23,1010,154.9,5,0,40.274,A22,06-06-2024,PA
13,S23,1010,7.78,2,0,2.0228,A22,06-06-2024,PA
13,S22,1010,414.96,2,0,124.488,A22,06-06-2024,PA
11,S20,1010,387.136,4,0.2,24.196,A22,06-06-2024,PA
12,S23,1010,91.92,5,0.2,11.49,A22,06-06-2024,PA
12,S20,1010,17.34,2,0,4.6818,A22,06-06-2024,PA
12,S23,1010,646.272,8,0.2,64.6272,A22,06-06-2024,PA
12,S22,1010,19.568,2,0.8,-52.8336,A22,06-06-2024,PA
12,S22,1010,272.4,5,0,76.272,A22,06-06-2024,PA
12,S22,1010,19.432,2,0.8,-49.5516,A22,06-06-2024,PA
12,S22,1010,110.096,2,0.2,33.0288,A22,06-06-2024,PA
13,S22,1010,73.164,6,0.8,-186.5682,A22,06-06-2024,PA
12,S23,1010,76.12,2,0,22.0748,A22,06-06-2024,PA
12,S22,1010,465.16,2,0,120.9416,A22,06-06-2024,PA
12,S21,1010,2.394,1,0.8,-6.3441,A22,06-06-2024,PA
11,S22,1010,1737.18,6,0,503.7822,A22,06-06-2024,PA
12,S22,1010,247.716,4,0.1,93.5816,A22,06-06-2024,PA
11,S22,1010,8.39,1,0,2.0975,A22,06-06-2024,PA
12,S23,1010,871.8,3,0.2,87.18,A22,06-06-2024,PA
12,S22,1010,5.2,2,0.2,0.585,A22,06-06-2024,PA
12,S22,1010,24.472,7,0.2,1.8354,A22,06-06-2024,PA
12,S22,1010,962.08,4,0.2,156.338,A22,06-06-2024,PA
12,S22,1010,108.96,2,0,30.5088,A22,06-06-2024,PA
11,S21,1010,33.62,5,0.8,-90.774,A22,06-06-2024,PA
13,S23,1010,54.48,1,0,15.2544,A22,06-06-2024,PA
12,S22,1010,133.472,4,0.2,15.0156,A22,06-06-2024,PA
13,S22,1010,87.168,2,0.2,8.7168,A22,06-06-2024,PA
12,S23,1010,113.92,2,0,33.0368,A22,06-06-2024,PA
12,S23,1010,19.75,5,0,5.135,A22,06-06-2024,PA
11,S22,1010,155.88,6,0,54.558,A22,06-06-2024,PA
12,S21,1010,34.944,3,0.2,3.0576,A22,06-06-2024,PA
11,S21,1010,32.432,2,0.2,3.2432,A22,06-06-2024,PA
12,S22,1010,113.76,3,0,44.3664,A22,06-06-2024,PA
12,S23,1010,8.74,2,0,2.2724,A22,06-06-2024,PA
12,S23,1010,275.24,4,0,121.1056,A22,06-06-2024,PA
12,S22,1010,168.1,5,0,43.706,A22,06-06-2024,PA
12,S22,1010,17.48,4,0,4.5448,A22,06-06-2024,PA
11,S22,1010,1640.7,5,0,459.396,A22,06-06-2024,PA
11,S22,1010,5.588,2,0.8,-15.0876,A22,06-06-2024,PA
12,S22,1010,356.79,7,0,99.9012,A22,06-06-2024,PA
12,S22,1010,376.74,4,0.1,71.162,A22,06-06-2024,PA
11,S23,1010,1158.12,5,0.2,130.2885,A22,06-06-2024,PA
12,S21,1010,1.392,2,0.8,-3.7584,A22,06-06-2024,PA
12,S23,1010,44.43,3,0,18.6606,A22,06-06-2024,PA
11,S22,1010,31.08,4,0,8.3916,A22,06-06-2024,PA
11,S21,1010,208.44,3,0,62.532,A22,06-06-2024,PA
12,S22,1010,208.16,1,0,56.2032,A22,06-06-2024,PA
11,S23,1010,146.76,3,0,38.1576,A22,06-06-2024,PA
12,S20,1010,83.42,2,0,24.1918,A22,06-06-2024,PA
12,S22,1010,32.67,3,0,8.4942,A22,06-06-2024,PA
12,S22,1010,309.456,9,0.2,34.8138,A22,06-06-2024,PA
12,S22,1010,163.44,3,0,45.7632,A22,06-06-2024,PA
12,S22,1010,52.56,3,0,18.396,A22,06-06-2024,PA
12,S22,1010,53.088,7,0.8,-108.8304,A22,06-06-2024,PA
11,S22,1010,87.168,8,0.8,-226.6368,A22,06-06-2024,PA
13,S22,1010,38.864,4,0.8,-99.1032,A22,06-06-2024,PA
12,S22,1010,151.62,7,0,50.0346,A22,06-06-2024,PA
12,S21,1010,465.16,2,0,120.9416,A22,06-06-2024,PA
13,S22,1010,364.74,3,0,109.422,A22,06-06-2024,PA
11,S22,1010,17.48,4,0,4.5448,A22,06-06-2024,PA
12,S22,1010,400.8,5,0,112.224,A22,06-06-2024,PA
12,S22,1010,176.772,3,0.8,-459.6072,A22,06-06-2024,PA
12,S22,1010,378,2,0,136.08,A22,06-06-2024,PA
11,S20,1010,795.408,6,0.2,59.6556,A22,06-06-2024,PA
12,S22,1010,195.104,4,0.2,21.9492,A22,06-06-2024,PA
11,S22,1010,32.67,3,0,8.4942,A22,06-06-2024,PA
11,S22,1010,87.84,8,0,23.7168,A22,06-06-2024,PA
12,S22,1010,1.556,2,0.8,-4.2012,A22,06-06-2024,PA
12,S23,1010,214.9,5,0,62.321,A22,06-06-2024,PA
12,S22,1010,533.94,3,0,154.8426,A22,06-06-2024,PA
12,S23,1010,2625.12,8,0,735.0336,A22,06-06-2024,PA
13,S22,1010,39.48,1,0,11.0544,A22,06-06-2024,PA
13,S23,1010,850.5,5,0.1,245.7,A22,06-06-2024,PA
11,S23,1010,325.632,6,0.2,28.4928,A22,06-06-2024,PA
13,S20,1010,106.96,2,0,31.0184,A22,06-06-2024,PA
12,S23,1010,152.94,3,0,41.2938,A22,06-06-2024,PA
13,S21,1010,186.732,1,0.1,41.496,A22,06-06-2024,PA
11,S21,1010,179.94,3,0,50.3832,A22,06-06-2024,PA
12,S21,1010,250.26,6,0,72.5754,A22,06-06-2024,PA
13,S22,1010,40.74,3,0,12.222,A22,06-06-2024,PA
12,S22,1010,286.256,1,0.2,17.891,A22,06-06-2024,PA
11,S20,1010,45.96,2,0,13.788,A22,06-06-2024,PA
13,S22,1010,10.98,1,0,2.9646,A22,06-06-2024,PA
